drug_dose,bacteria_strain,bluelight_bluelight,bluelight_poststim,bluelight_prestim,camera_serial,cave_humidity_percent,cave_temp_oC,cave_time,comments,date_bleached_yyyymmdd,date_plates_poured_yyyymmdd,date_refed_yyyymmdd,date_yyyymmdd,days_in_diapause,destination_slot,destination_well,drug_code,drug_type,end_column,end_row,end_well,featuresN_filename,file_id_bluelight,file_id_poststim,file_id_prestim,imaging_plate_column,imaging_plate_drug_concentration,imaging_plate_drug_concentration_units,imaging_plate_id,imaging_plate_row,imaging_run_number,imgstore_name_bluelight,imgstore_name_poststim,imgstore_name_prestim,instrument_name,is_bad_well_day,is_bad_well_from_gui,is_bad_well_robot,is_good_well,library_plate_number,media_type,middle_wormsorter_time,n_skeletons_bluelight,n_skeletons_poststim,n_skeletons_prestim,number_worms_per_well,recording_time,robot_run_number,robot_runlog_filename,robot_runlog_id,shuffled_plate_id,source_plate_column,source_plate_id_day,source_plate_id_robot,source_plate_name,source_plate_number,source_robotslot,source_well,start_column,start_row,start_well,volume,well_name,worm_strain,wormsorter_end_time,wormsorter_start_time,MOA_general,MOA_specific,MOA_group
0.0,OP50,bluelight,poststim,prestim,22956832.0,,,14:40,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,8.0,H10,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run3_syngenta_prestim_20200129_151053.22956832/metadata_featuresN.hdf5,1979.0,2009.0,2039.0,10.0,0.0,na,L02_sh02_04,H,3.0,20200129/run3_syngenta_bluelight_20200129_151559.22956832,20200129/run3_syngenta_poststim_20200129_152204.22956832,20200129/run3_syngenta_prestim_20200129_151053.22956832,Hydra01,False,False,False,1.0,2.0,LPNGM,11:10,6705.0,7899.0,11239.0,3.0,15:10,2.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle2_runlog_clean.csv,1.0,L02_sh02,10.0,L02_sh02,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H10,MY16,11:20,11:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956806.0,,,15:40,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,8.0,H10,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run5_prestim_20200129_160940.22956806/metadata_featuresN.hdf5,2148.0,2178.0,2208.0,10.0,0.0,na,L02_sh02_06,H,5.0,20200129/run5_bluelight_20200129_161446.22956806,20200129/run5_poststim_20200129_162051.22956806,20200129/run5_prestim_20200129_160940.22956806,Hydra02,False,False,False,1.0,2.0,LPNGM,12:10,11168.0,9434.0,9752.0,3.0,16:10,2.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle2_runlog_clean.csv,1.0,L02_sh02,10.0,L02_sh02,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H10,EG4725,12:20,12:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22436248.0,,,15:40,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,8.0,H8,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run5_prestim_20200129_161344.22436248/metadata_featuresN.hdf5,2166.0,2196.0,2226.0,8.0,0.0,na,L02_sh03_06,H,5.0,20200129/run5_bluelight_20200129_161850.22436248,20200129/run5_poststim_20200129_162455.22436248,20200129/run5_prestim_20200129_161344.22436248,Hydra05,False,False,False,1.0,2.0,LPNGM,12:10,6979.0,9516.0,9452.0,3.0,16:10,3.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle3_runlog_clean.csv,1.0,L02_sh03,10.0,L02_sh03,L02,Syngenta3doses_02,2.0,7.0,H10,1.0,A,A1,15.0,H8,EG4725,12:20,12:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956809.0,,,15:10,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,5.0,H10,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run4_prestim_20200129_154248.22956809/metadata_featuresN.hdf5,2052.0,2082.0,2112.0,10.0,0.0,na,L03_sh01_05,H,4.0,20200129/run4_bluelight_20200129_154754.22956809,20200129/run4_poststim_20200129_155359.22956809,20200129/run4_prestim_20200129_154248.22956809,Hydra04,False,False,False,1.0,3.0,LPNGM,11:40,7888.0,14440.0,8563.0,3.0,15:40,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L03_sh01,10.0,L03_sh01,L03,Syngenta3doses_03,3.0,4.0,H10,1.0,A,A1,15.0,H10,EG4725,11:50,11:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956837.0,,,14:40,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,5.0,H4,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run3_syngenta_prestim_20200129_151033.22956837/metadata_featuresN.hdf5,1972.0,2002.0,2032.0,4.0,0.0,na,L03_sh02_04,H,3.0,20200129/run3_syngenta_bluelight_20200129_151539.22956837,20200129/run3_syngenta_poststim_20200129_152144.22956837,20200129/run3_syngenta_prestim_20200129_151033.22956837,Hydra02,False,False,False,1.0,3.0,LPNGM,11:10,5549.0,11822.0,7925.0,3.0,15:10,2.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle2_runlog_clean.csv,1.0,L03_sh02,10.0,L03_sh02,L03,Syngenta3doses_03,3.0,4.0,H10,1.0,A,A1,15.0,H4,MY16,11:20,11:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956833.0,,,15:40,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,5.0,H4,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run5_prestim_20200129_161103.22956833/metadata_featuresN.hdf5,2164.0,2194.0,2224.0,4.0,0.0,na,L03_sh02_06,H,5.0,20200129/run5_bluelight_20200129_161609.22956833,20200129/run5_poststim_20200129_162214.22956833,20200129/run5_prestim_20200129_161103.22956833,Hydra03,False,False,False,1.0,3.0,LPNGM,12:10,6179.0,3993.0,4114.0,3.0,16:10,2.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle2_runlog_clean.csv,1.0,L03_sh02,10.0,L03_sh02,L03,Syngenta3doses_03,3.0,4.0,H10,1.0,A,A1,15.0,H4,EG4725,12:20,12:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956816.0,,,15:10,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,5.0,H3,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run4_prestim_20200129_154354.22956816/metadata_featuresN.hdf5,2067.0,2097.0,2127.0,3.0,0.0,na,L03_sh03_05,H,4.0,20200129/run4_bluelight_20200129_154900.22956816,20200129/run4_poststim_20200129_155505.22956816,20200129/run4_prestim_20200129_154354.22956816,Hydra01,False,False,False,1.0,3.0,LPNGM,11:40,9229.0,8838.0,7446.0,3.0,15:40,3.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle3_runlog_clean.csv,1.0,L03_sh03,10.0,L03_sh03,L03,Syngenta3doses_03,3.0,4.0,H10,1.0,A,A1,15.0,H3,MY16,11:50,11:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956816.0,,,16:10,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,5.0,H3,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run6_prestim_20200129_163936.22956816/metadata_featuresN.hdf5,2241.0,2253.0,2265.0,3.0,0.0,na,L03_sh03_07,H,6.0,20200129/run6_bluelight_20200129_164442.22956816,20200129/run6_poststim_20200129_165047.22956816,20200129/run6_prestim_20200129_163936.22956816,Hydra01,False,False,False,1.0,3.0,LPNGM,12:40,12816.0,10650.0,10814.0,3.0,16:40,3.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle3_runlog_clean.csv,1.0,L03_sh03,10.0,L03_sh03,L03,Syngenta3doses_03,3.0,4.0,H10,1.0,C,C1,15.0,H3,MY16,12:50,12:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956831.0,,,13:40,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,2.0,D12,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run1_syngenta_prestim_20200129_141020.22956831/metadata_featuresN.hdf5,1786.0,1816.0,1846.0,12.0,0.0,na,L04_sh01sh02_01,D,1.0,20200129/run1_syngenta_bluelight_20200129_141526.22956831,20200129/run1_syngenta_poststim_20200129_142131.22956831,20200129/run1_syngenta_prestim_20200129_141020.22956831,Hydra04,False,False,False,1.0,4.0,LPNGM,10:10,12688.0,5498.0,7251.0,3.0,14:10,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L04_sh01sh02,12.0,L04_sh01sh02,L04,Syngenta3doses_04,4.0,1.0,D12,1.0,A,A1,15.0,D12,JT11398,10:20,10:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956834.0,,,13:40,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,2.0,H4,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run1_syngenta_prestim_20200129_141020.22956834/metadata_featuresN.hdf5,1787.0,1817.0,1847.0,4.0,0.0,na,L04_sh01sh02_01,H,1.0,20200129/run1_syngenta_bluelight_20200129_141526.22956834,20200129/run1_syngenta_poststim_20200129_142131.22956834,20200129/run1_syngenta_prestim_20200129_141020.22956834,Hydra04,False,False,False,1.0,4.0,LPNGM,10:10,7109.0,8215.0,14816.0,3.0,14:10,2.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle2_runlog_clean.csv,1.0,L04_sh01sh02,12.0,L04_sh01sh02,L04,Syngenta3doses_04,4.0,1.0,D12,1.0,A,A1,15.0,H4,JT11398,10:20,10:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22594549.0,,,15:10,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,2.0,D12,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run4_prestim_20200129_154738.22594549/metadata_featuresN.hdf5,2080.0,2110.0,2140.0,12.0,0.0,na,L04_sh01sh02_05,D,4.0,20200129/run4_bluelight_20200129_155244.22594549,20200129/run4_poststim_20200129_155849.22594549,20200129/run4_prestim_20200129_154738.22594549,Hydra05,False,False,False,1.0,4.0,LPNGM,11:40,16242.0,7136.0,7666.0,3.0,15:40,1.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle1_runlog_clean.csv,1.0,L04_sh01sh02,12.0,L04_sh01sh02,L04,Syngenta3doses_04,4.0,1.0,D12,1.0,A,A1,15.0,D12,EG4725,11:50,11:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22594547.0,,,15:10,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,2.0,H4,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run4_prestim_20200129_154738.22594547/metadata_featuresN.hdf5,2078.0,2108.0,2138.0,4.0,0.0,na,L04_sh01sh02_05,H,4.0,20200129/run4_bluelight_20200129_155244.22594547,20200129/run4_poststim_20200129_155849.22594547,20200129/run4_prestim_20200129_154738.22594547,Hydra05,False,False,False,1.0,4.0,LPNGM,11:40,14727.0,11520.0,7797.0,3.0,15:40,2.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle2_runlog_clean.csv,1.0,L04_sh01sh02,12.0,L04_sh01sh02,L04,Syngenta3doses_04,4.0,1.0,D12,1.0,A,A1,15.0,H4,EG4725,11:50,11:30,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956814.0,,,14:40,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,2.0,D4,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run3_syngenta_prestim_20200129_151156.22956814/metadata_featuresN.hdf5,1980.0,2010.0,2040.0,4.0,0.0,na,L04_sh02sh03_04,D,3.0,20200129/run3_syngenta_bluelight_20200129_151702.22956814,20200129/run3_syngenta_poststim_20200129_152307.22956814,20200129/run3_syngenta_prestim_20200129_151156.22956814,Hydra03,False,False,False,1.0,4.0,LPNGM,11:10,6301.0,10564.0,6193.0,3.0,15:10,2.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle2_runlog_clean.csv,1.0,L04_sh02sh03,12.0,L04_sh02sh03,L04,Syngenta3doses_04,4.0,1.0,D12,1.0,A,A1,15.0,D4,MY16,11:20,11:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956833.0,,,14:40,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,2.0,H1,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run3_syngenta_prestim_20200129_151156.22956833/metadata_featuresN.hdf5,1984.0,2014.0,2044.0,1.0,0.0,na,L04_sh02sh03_04,H,3.0,20200129/run3_syngenta_bluelight_20200129_151702.22956833,20200129/run3_syngenta_poststim_20200129_152307.22956833,20200129/run3_syngenta_prestim_20200129_151156.22956833,Hydra03,False,False,False,1.0,4.0,LPNGM,11:10,21954.0,16615.0,7346.0,3.0,15:10,3.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle3_runlog_clean.csv,1.0,L04_sh02sh03,12.0,L04_sh02sh03,L04,Syngenta3doses_04,4.0,1.0,D12,1.0,A,A1,15.0,H1,MY16,11:20,11:00,NoCompound,,-1
0.0,OP50,bluelight,poststim,prestim,22956818.0,,,14:10,,20200124.0,20200121.0,20200126.0,20200129.0,2.0,2.0,D1,NoCompound,NoCompound,12.0,H,H12,/mnt/storage/home/em812/tierpsy_syngenta/Results/20200129/run2_syngenta_prestim_20200129_143856.22956818/metadata_featuresN.hdf5,1888.0,1918.0,1948.0,1.0,0.0,na,L04_sh03sh01_03,D,2.0,20200129/run2_syngenta_bluelight_20200129_144402.22956818,20200129/run2_syngenta_poststim_20200129_145007.22956818,20200129/run2_syngenta_prestim_20200129_143856.22956818,Hydra01,False,False,False,1.0,4.0,LPNGM,10:40,12692.0,16240.0,3558.0,3.0,14:40,3.0,/Users/ibarlow/OneDrive - Imperial College London/Documents/SyngentaScreens_WFH/SyngentaStrainScreen/AuxiliaryFiles/robot_logs/20200124_shuffle3_runlog_clean.csv,1.0,L04_sh03sh01,12.0,L04_sh03sh01,L04,Syngenta3doses_04,4.0,1.0,D12,1.0,A,A1,15.0,D1,MY16,10:50,10:30,NoCompound,,-1
